code,name,total,date
643,Российская Федерация,104838,16709
643,Российская Федерация,82151,16740
643,Российская Федерация,95908,16770
643,Российская Федерация,48523,16801
643,Российская Федерация,55748,16832
643,Российская Федерация,64867,16861
643,Российская Федерация,58968,16892
643,Российская Федерация,47334,16922
643,Российская Федерация,114936,16953
643,Российская Федерация,138733,16983
643,Российская Федерация,131756,17014
643,Российская Федерация,115462,17045
643,Российская Федерация,82752,17075
643,Российская Федерация,64092,17106
643,Российская Федерация,62663,17136
643,Российская Федерация,50940,17167
643,Российская Федерация,63581,17198
643,Российская Федерация,59183,17226
643,Российская Федерация,84361,17257
643,Российская Федерация,40851,17287
643,Российская Федерация,111901,17318
643,Российская Федерация,150368,17348
643,Российская Федерация,138775,17379
643,Российская Федерация,125720,17410
643,Российская Федерация,80249,17440
643,Российская Федерация,70951,17471
643,Российская Федерация,72845,17501
643,Российская Федерация,49005,17532
643,Российская Федерация,52972,17563
643,Российская Федерация,56637,17591
643,Российская Федерация,79258,17622
643,Российская Федерация,39756,17652
643,Российская Федерация,103451,17683
643,Российская Федерация,114416,17713
643,Российская Федерация,149966,17744
643,Российская Федерация,113178,17775
643,Российская Федерация,44413,17805
643,Российская Федерация,43870,17836
643,Российская Федерация,47252,17866
643,Российская Федерация,45259,17897
643,Российская Федерация,49792,17928
643,Российская Федерация,65253,17956
643,Российская Федерация,56818,17987
643,Российская Федерация,43531,18017
643,Российская Федерация,104709,18048
643,Российская Федерация,112845,18078
643,Российская Федерация,133217,18109
643,Российская Федерация,107033,18140
643,Российская Федерация,82727,18170
643,Российская Федерация,75722,18201
643,Российская Федерация,73199,18231
643,Российская Федерация,41233,18262
643,Российская Федерация,65799,18293
643,Российская Федерация,49667,18322
643,Российская Федерация,33787,18353
643,Российская Федерация,15074,18383
643,Российская Федерация,68408,18414
643,Российская Федерация,94393,18444
643,Российская Федерация,116921,18475
643,Российская Федерация,95794,18506
643,Российская Федерация,81188,18536
643,Российская Федерация,54375,18567
643,Российская Федерация,54121,18597
643,Российская Федерация,47328,18628
643,Российская Федерация,52021,18659
643,Российская Федерация,62088,18687
643,Российская Федерация,59499,18718
643,Российская Федерация,46596,18748
643,Российская Федерация,100908,18779
643,Российская Федерация,125068,18809
643,Российская Федерация,120961,18840
643,Российская Федерация,102528,18871
643,Российская Федерация,,18901
643,Российская Федерация,,18932
643,Российская Федерация,,18962
65000000000,Свердловская область,1580,13149
65000000000,Свердловская область,1871,13180
65000000000,Свердловская область,2607,13208
65000000000,Свердловская область,2867,13239
65000000000,Свердловская область,1044,13269
65000000000,Свердловская область,3712,13300
65000000000,Свердловская область,4271,13330
65000000000,Свердловская область,4628,13361
65000000000,Свердловская область,4411,13392
65000000000,Свердловская область,2706,13422
65000000000,Свердловская область,2449,13453
65000000000,Свердловская область,2721,13483
65000000000,Свердловская область,1756,13514
65000000000,Свердловская область,1877,13545
65000000000,Свердловская область,2548,13573
65000000000,Свердловская область,3181,13604
65000000000,Свердловская область,1017,13634
65000000000,Свердловская область,3859,13665
65000000000,Свердловская область,5240,13695
65000000000,Свердловская область,5337,13726
65000000000,Свердловская область,4312,13757
65000000000,Свердловская область,3149,13787
65000000000,Свердловская область,3235,13818
65000000000,Свердловская область,3745,13848
65000000000,Свердловская область,1789,13879
65000000000,Свердловская область,2115,13910
65000000000,Свердловская область,2680,13939
65000000000,Свердловская область,2389,13970
65000000000,Свердловская область,1202,14000
65000000000,Свердловская область,3818,14031
65000000000,Свердловская область,4106,14061
65000000000,Свердловская область,6470,14092
65000000000,Свердловская область,3852,14123
65000000000,Свердловская область,3146,14153
65000000000,Свердловская область,2504,14184
65000000000,Свердловская область,2387,14214
65000000000,Свердловская область,2012,14245
65000000000,Свердловская область,2376,14276
65000000000,Свердловская область,2221,14304
65000000000,Свердловская область,2973,14335
65000000000,Свердловская область,1103,14365
65000000000,Свердловская область,3664,14396
65000000000,Свердловская область,4689,14426
65000000000,Свердловская область,4962,14457
65000000000,Свердловская область,4034,14488
65000000000,Свердловская область,3244,14518
65000000000,Свердловская область,2546,14549
65000000000,Свердловская область,2604,14579
65000000000,Свердловская область,1957,14610
65000000000,Свердловская область,2098,14641
65000000000,Свердловская область,2142,14669
65000000000,Свердловская область,3614,14700
65000000000,Свердловская область,1092,14730
65000000000,Свердловская область,3903,14761
65000000000,Свердловская область,5540,14791
65000000000,Свердловская область,4909,14822
65000000000,Свердловская область,4428,14853
65000000000,Свердловская область,3710,14883
65000000000,Свердловская область,2619,14914
65000000000,Свердловская область,2690,14944
65000000000,Свердловская область,1767,14975
65000000000,Свердловская область,2239,15006
65000000000,Свердловская область,2523,15034
65000000000,Свердловская область,3109,15065
65000000000,Свердловская область,1217,15095
65000000000,Свердловская область,4317,15126
65000000000,Свердловская область,5699,15156
65000000000,Свердловская область,5362,15187
65000000000,Свердловская область,5277,15218
65000000000,Свердловская область,3371,15248
65000000000,Свердловская область,3716,15279
65000000000,Свердловская область,3887,15309
65000000000,Свердловская область,1704,15340
65000000000,Свердловская область,2051,15371
65000000000,Свердловская область,2476,15400
65000000000,Свердловская область,3100,15431
65000000000,Свердловская область,1207,15461
65000000000,Свердловская область,4642,15492
65000000000,Свердловская область,5057,15522
65000000000,Свердловская область,5778,15553
65000000000,Свердловская область,4502,15584
65000000000,Свердловская область,2883,15614
65000000000,Свердловская область,2754,15645
65000000000,Свердловская область,3195,15675
65000000000,Свердловская область,1659,15706
65000000000,Свердловская область,2189,15737
65000000000,Свердловская область,3164,15765
65000000000,Свердловская область,2595,15796
65000000000,Свердловская область,1329,15826
65000000000,Свердловская область,4594,15857
65000000000,Свердловская область,4826,15887
65000000000,Свердловская область,6165,15918
65000000000,Свердловская область,4542,15949
65000000000,Свердловская область,3090,15979
65000000000,Свердловская область,3009,16010
65000000000,Свердловская область,2706,16040
65000000000,Свердловская область,1903,16071
65000000000,Свердловская область,2650,16102
65000000000,Свердловская область,2358,16130
65000000000,Свердловская область,2967,16161
65000000000,Свердловская область,1561,16191
65000000000,Свердловская область,4124,16222
65000000000,Свердловская область,4714,16252
65000000000,Свердловская область,5606,16283
65000000000,Свердловская область,4092,16314
65000000000,Свердловская область,3340,16344
65000000000,Свердловская область,2548,16375
65000000000,Свердловская область,2886,16405
65000000000,Свердловская область,1875,16436
65000000000,Свердловская область,2163,16467
65000000000,Свердловская область,2007,16495
65000000000,Свердловская область,2899,16526
65000000000,Свердловская область,1557,16556
65000000000,Свердловская область,3712,16587
65000000000,Свердловская область,5022,16617
65000000000,Свердловская область,4949,16648
65000000000,Свердловская область,3818,16679
65000000000,Свердловская область,3086,16709
65000000000,Свердловская область,2398,16740
65000000000,Свердловская область,3141,16770
65000000000,Свердловская область,1560,16801
65000000000,Свердловская область,1816,16832
65000000000,Свердловская область,2175,16861
65000000000,Свердловская область,2198,16892
65000000000,Свердловская область,1289,16922
65000000000,Свердловская область,3744,16953
65000000000,Свердловская область,4782,16983
65000000000,Свердловская область,4042,17014
65000000000,Свердловская область,3638,17045
65000000000,Свердловская область,2187,17075
65000000000,Свердловская область,1932,17106
65000000000,Свердловская область,2134,17136
65000000000,Свердловская область,1518,17167
65000000000,Свердловская область,1829,17198
65000000000,Свердловская область,2255,17226
65000000000,Свердловская область,2446,17257
65000000000,Свердловская область,1109,17287
65000000000,Свердловская область,3832,17318
65000000000,Свердловская область,5032,17348
65000000000,Свердловская область,4224,17379
65000000000,Свердловская область,3630,17410
65000000000,Свердловская область,2260,17440
65000000000,Свердловская область,2226,17471
65000000000,Свердловская область,2575,17501
65000000000,Свердловская область,1372,17532
65000000000,Свердловская область,1668,17563
65000000000,Свердловская область,2369,17591
65000000000,Свердловская область,2331,17622
65000000000,Свердловская область,1143,17652
65000000000,Свердловская область,3304,17683
65000000000,Свердловская область,3696,17713
65000000000,Свердловская область,4908,17744
65000000000,Свердловская область,3157,17775
65000000000,Свердловская область,982,17805
65000000000,Свердловская область,1426,17836
65000000000,Свердловская область,1416,17866
65000000000,Свердловская область,1428,17897
65000000000,Свердловская область,1617,17928
65000000000,Свердловская область,2128,17956
65000000000,Свердловская область,1929,17987
65000000000,Свердловская область,1269,18017
65000000000,Свердловская область,3228,18048
65000000000,Свердловская область,3538,18078
65000000000,Свердловская область,4342,18109
65000000000,Свердловская область,3192,18140
65000000000,Свердловская область,2316,18170
65000000000,Свердловская область,2263,18201
65000000000,Свердловская область,2209,18231
65000000000,Свердловская область,1475,18262
65000000000,Свердловская область,2080,18293
65000000000,Свердловская область,1769,18322
65000000000,Свердловская область,1378,18353
65000000000,Свердловская область,571,18383
65000000000,Свердловская область,1926,18414
65000000000,Свердловская область,3119,18444
65000000000,Свердловская область,3206,18475
65000000000,Свердловская область,2718,18506
65000000000,Свердловская область,2454,18536
65000000000,Свердловская область,1744,18567
65000000000,Свердловская область,1703,18597
65000000000,Свердловская область,1583,18628
65000000000,Свердловская область,1718,18659
65000000000,Свердловская область,1976,18687
65000000000,Свердловская область,2044,18718
65000000000,Свердловская область,1433,18748
65000000000,Свердловская область,2920,18779
65000000000,Свердловская область,4142,18809
65000000000,Свердловская область,3656,18840
65000000000,Свердловская область,3169,18871
65000000000,Свердловская область,,18901
65000000000,Свердловская область,,18932
65000000000,Свердловская область,,18962
66000000000,Смоленская область,373,13149
66000000000,Смоленская область,418,13180
66000000000,Смоленская область,493,13208
66000000000,Смоленская область,573,13239
66000000000,Смоленская область,224,13269
66000000000,Смоленская область,753,13300
66000000000,Смоленская область,1014,13330
66000000000,Смоленская область,1132,13361
66000000000,Смоленская область,1019,13392
66000000000,Смоленская область,860,13422
66000000000,Смоленская область,403,13453
66000000000,Смоленская область,549,13483
66000000000,Смоленская область,374,13514
66000000000,Смоленская область,446,13545
66000000000,Смоленская область,414,13573
66000000000,Смоленская область,716,13604
66000000000,Смоленская область,273,13634
66000000000,Смоленская область,951,13665
66000000000,Смоленская область,1220,13695
66000000000,Смоленская область,1257,13726
66000000000,Смоленская область,1072,13757
66000000000,Смоленская область,748,13787
66000000000,Смоленская область,799,13818
66000000000,Смоленская область,815,13848
66000000000,Смоленская область,298,13879
66000000000,Смоленская область,423,13910
66000000000,Смоленская область,530,13939
66000000000,Смоленская область,414,13970
66000000000,Смоленская область,313,14000
66000000000,Смоленская область,918,14031
66000000000,Смоленская область,987,14061
66000000000,Смоленская область,1434,14092
66000000000,Смоленская область,990,14123
66000000000,Смоленская область,707,14153
66000000000,Смоленская область,566,14184
66000000000,Смоленская область,485,14214
66000000000,Смоленская область,402,14245
66000000000,Смоленская область,565,14276
66000000000,Смоленская область,412,14304
66000000000,Смоленская область,632,14335
66000000000,Смоленская область,253,14365
66000000000,Смоленская область,882,14396
66000000000,Смоленская область,1039,14426
66000000000,Смоленская область,1289,14457
66000000000,Смоленская область,1008,14488
66000000000,Смоленская область,725,14518
66000000000,Смоленская область,599,14549
66000000000,Смоленская область,524,14579
66000000000,Смоленская область,383,14610
66000000000,Смоленская область,427,14641
66000000000,Смоленская область,341,14669
66000000000,Смоленская область,889,14700
66000000000,Смоленская область,193,14730
66000000000,Смоленская область,809,14761
66000000000,Смоленская область,1272,14791
66000000000,Смоленская область,1210,14822
66000000000,Смоленская область,1004,14853
66000000000,Смоленская область,741,14883
66000000000,Смоленская область,567,14914
66000000000,Смоленская область,533,14944
66000000000,Смоленская область,344,14975
66000000000,Смоленская область,503,15006
66000000000,Смоленская область,459,15034
66000000000,Смоленская область,647,15065
66000000000,Смоленская область,261,15095
66000000000,Смоленская область,922,15126
66000000000,Смоленская область,1248,15156
66000000000,Смоленская область,1203,15187
66000000000,Смоленская область,1081,15218
66000000000,Смоленская область,765,15248
66000000000,Смоленская область,768,15279
66000000000,Смоленская область,724,15309
66000000000,Смоленская область,282,15340
66000000000,Смоленская область,469,15371
66000000000,Смоленская область,325,15400
66000000000,Смоленская область,635,15431
66000000000,Смоленская область,237,15461
66000000000,Смоленская область,953,15492
66000000000,Смоленская область,1085,15522
66000000000,Смоленская область,1194,15553
66000000000,Смоленская область,1039,15584
66000000000,Смоленская область,653,15614
66000000000,Смоленская область,562,15645
66000000000,Смоленская область,621,15675
66000000000,Смоленская область,335,15706
66000000000,Смоленская область,446,15737
66000000000,Смоленская область,608,15765
66000000000,Смоленская область,352,15796
66000000000,Смоленская область,266,15826
66000000000,Смоленская область,1020,15857
66000000000,Смоленская область,1103,15887
66000000000,Смоленская область,1310,15918
66000000000,Смоленская область,892,15949
66000000000,Смоленская область,646,15979
66000000000,Смоленская область,646,16010
66000000000,Смоленская область,522,16040
66000000000,Смоленская область,333,16071
66000000000,Смоленская область,489,16102
66000000000,Смоленская область,397,16130
66000000000,Смоленская область,632,16161
66000000000,Смоленская область,265,16191
66000000000,Смоленская область,859,16222
66000000000,Смоленская область,1013,16252
66000000000,Смоленская область,1223,16283
66000000000,Смоленская область,855,16314
66000000000,Смоленская область,646,16344
66000000000,Смоленская область,558,16375
66000000000,Смоленская область,520,16405
66000000000,Смоленская область,330,16436
66000000000,Смоленская область,453,16467
66000000000,Смоленская область,307,16495
66000000000,Смоленская область,615,16526
66000000000,Смоленская область,236,16556
66000000000,Смоленская область,728,16587
66000000000,Смоленская область,1004,16617
66000000000,Смоленская область,1117,16648
66000000000,Смоленская область,841,16679
66000000000,Смоленская область,579,16709
66000000000,Смоленская область,477,16740
66000000000,Смоленская область,610,16770
66000000000,Смоленская область,259,16801
66000000000,Смоленская область,338,16832
66000000000,Смоленская область,309,16861
66000000000,Смоленская область,287,16892
66000000000,Смоленская область,235,16922
66000000000,Смоленская область,771,16953
66000000000,Смоленская область,965,16983
66000000000,Смоленская область,878,17014
66000000000,Смоленская область,678,17045
66000000000,Смоленская область,462,17075
66000000000,Смоленская область,380,17106
66000000000,Смоленская область,346,17136
66000000000,Смоленская область,286,17167
66000000000,Смоленская область,389,17198
66000000000,Смоленская область,313,17226
66000000000,Смоленская область,530,17257
66000000000,Смоленская область,219,17287
66000000000,Смоленская область,729,17318
66000000000,Смоленская область,1034,17348
66000000000,Смоленская область,970,17379
66000000000,Смоленская область,738,17410
66000000000,Смоленская область,451,17440
66000000000,Смоленская область,429,17471
66000000000,Смоленская область,388,17501
66000000000,Смоленская область,283,17532
66000000000,Смоленская область,313,17563
66000000000,Смоленская область,277,17591
66000000000,Смоленская область,436,17622
66000000000,Смоленская область,215,17652
66000000000,Смоленская область,647,17683
66000000000,Смоленская область,718,17713
66000000000,Смоленская область,978,17744
66000000000,Смоленская область,632,17775
66000000000,Смоленская область,202,17805
66000000000,Смоленская область,248,17836
66000000000,Смоленская область,288,17866
66000000000,Смоленская область,239,17897
66000000000,Смоленская область,275,17928
66000000000,Смоленская область,395,17956
66000000000,Смоленская область,295,17987
66000000000,Смоленская область,233,18017
66000000000,Смоленская область,664,18048
66000000000,Смоленская область,754,18078
66000000000,Смоленская область,890,18109
66000000000,Смоленская область,632,18140
66000000000,Смоленская область,495,18170
66000000000,Смоленская область,444,18201
66000000000,Смоленская область,396,18231
66000000000,Смоленская область,235,18262
66000000000,Смоленская область,358,18293
66000000000,Смоленская область,249,18322
66000000000,Смоленская область,263,18353
66000000000,Смоленская область,87,18383
66000000000,Смоленская область,378,18414
66000000000,Смоленская область,589,18444
66000000000,Смоленская область,718,18475
66000000000,Смоленская область,553,18506
66000000000,Смоленская область,492,18536
66000000000,Смоленская область,318,18567
66000000000,Смоленская область,321,18597
66000000000,Смоленская область,233,18628
66000000000,Смоленская область,324,18659
66000000000,Смоленская область,390,18687
66000000000,Смоленская область,347,18718
66000000000,Смоленская область,276,18748
66000000000,Смоленская область,611,18779
66000000000,Смоленская область,704,18809
66000000000,Смоленская область,714,18840
66000000000,Смоленская область,579,18871
66000000000,Смоленская область,,18901
66000000000,Смоленская область,,18932
66000000000,Смоленская область,,18962
67000000000,Город федерального значения Севастополь,,13149
67000000000,Город федерального значения Севастополь,,13180
67000000000,Город федерального значения Севастополь,,13208
67000000000,Город федерального значения Севастополь,,13239
67000000000,Город федерального значения Севастополь,,13269
67000000000,Город федерального значения Севастополь,,13300
67000000000,Город федерального значения Севастополь,,13330
67000000000,Город федерального значения Севастополь,,13361
67000000000,Город федерального значения Севастополь,,13392
67000000000,Город федерального значения Севастополь,,13422
67000000000,Город федерального значения Севастополь,,13453
67000000000,Город федерального значения Севастополь,,13483
67000000000,Город федерального значения Севастополь,,13514
67000000000,Город федерального значения Севастополь,,13545
67000000000,Город федерального значения Севастополь,,13573
67000000000,Город федерального значения Севастополь,,13604
67000000000,Город федерального значения Севастополь,,13634
67000000000,Город федерального значения Севастополь,,13665
67000000000,Город федерального значения Севастополь,,13695
67000000000,Город федерального значения Севастополь,,13726
67000000000,Город федерального значения Севастополь,,13757
67000000000,Город федерального значения Севастополь,,13787
67000000000,Город федерального значения Севастополь,,13818
67000000000,Город федерального значения Севастополь,,13848
67000000000,Город федерального значения Севастополь,,13879
67000000000,Город федерального значения Севастополь,,13910
67000000000,Город федерального значения Севастополь,,13939
67000000000,Город федерального значения Севастополь,,13970
67000000000,Город федерального значения Севастополь,,14000
67000000000,Город федерального значения Севастополь,,14031
67000000000,Город федерального значения Севастополь,,14061
67000000000,Город федерального значения Севастополь,,14092
67000000000,Город федерального значения Севастополь,,14123
67000000000,Город федерального значения Севастополь,,14153
67000000000,Город федерального значения Севастополь,,14184
67000000000,Город федерального значения Севастополь,,14214
67000000000,Город федерального значения Севастополь,,14245
67000000000,Город федерального значения Севастополь,,14276
67000000000,Город федерального значения Севастополь,,14304
67000000000,Город федерального значения Севастополь,,14335
67000000000,Город федерального значения Севастополь,,14365
67000000000,Город федерального значения Севастополь,,14396
67000000000,Город федерального значения Севастополь,,14426
67000000000,Город федерального значения Севастополь,,14457
67000000000,Город федерального значения Севастополь,,14488
67000000000,Город федерального значения Севастополь,,14518
67000000000,Город федерального значения Севастополь,,14549
67000000000,Город федерального значения Севастополь,,14579
67000000000,Город федерального значения Севастополь,,14610
67000000000,Город федерального значения Севастополь,,14641
67000000000,Город федерального значения Севастополь,,14669
67000000000,Город федерального значения Севастополь,,14700
67000000000,Город федерального значения Севастополь,,14730
67000000000,Город федерального значения Севастополь,,14761
67000000000,Город федерального значения Севастополь,,14791
67000000000,Город федерального значения Севастополь,,14822
67000000000,Город федерального значения Севастополь,,14853
67000000000,Город федерального значения Севастополь,,14883
67000000000,Город федерального значения Севастополь,,14914
67000000000,Город федерального значения Севастополь,,14944
67000000000,Город федерального значения Севастополь,,14975
67000000000,Город федерального значения Севастополь,,15006
67000000000,Город федерального значения Севастополь,,15034
67000000000,Город федерального значения Севастополь,,15065
67000000000,Город федерального значения Севастополь,,15095
67000000000,Город федерального значения Севастополь,,15126
67000000000,Город федерального значения Севастополь,,15156
67000000000,Город федерального значения Севастополь,,15187
67000000000,Город федерального значения Севастополь,,15218
67000000000,Город федерального значения Севастополь,,15248
67000000000,Город федерального значения Севастополь,,15279
67000000000,Город федерального значения Севастополь,,15309
67000000000,Город федерального значения Севастополь,,15340
67000000000,Город федерального значения Севастополь,,15371
67000000000,Город федерального значения Севастополь,,15400
67000000000,Город федерального значения Севастополь,,15431
67000000000,Город федерального значения Севастополь,,15461
67000000000,Город федерального значения Севастополь,,15492
67000000000,Город федерального значения Севастополь,,15522
67000000000,Город федерального значения Севастополь,,15553
67000000000,Город федерального значения Севастополь,,15584
67000000000,Город федерального значения Севастополь,,15614
67000000000,Город федерального значения Севастополь,,15645
67000000000,Город федерального значения Севастополь,,15675
67000000000,Город федерального значения Севастополь,,15706
67000000000,Город федерального значения Севастополь,,15737
67000000000,Город федерального значения Севастополь,,15765
67000000000,Город федерального значения Севастополь,,15796
67000000000,Город федерального значения Севастополь,,15826
67000000000,Город федерального значения Севастополь,,15857
67000000000,Город федерального значения Севастополь,,15887
67000000000,Город федерального значения Севастополь,,15918
67000000000,Город федерального значения Севастополь,,15949
67000000000,Город федерального значения Севастополь,,15979
67000000000,Город федерального значения Севастополь,,16010
67000000000,Город федерального значения Севастополь,,16040
67000000000,Город федерального значения Севастополь,,16071
67000000000,Город федерального значения Севастополь,,16102
67000000000,Город федерального значения Севастополь,,16130
67000000000,Город федерального значения Севастополь,,16161
67000000000,Город федерального значения Севастополь,,16191
67000000000,Город федерального значения Севастополь,,16222
67000000000,Город федерального значения Севастополь,,16252
67000000000,Город федерального значения Севастополь,,16283
67000000000,Город федерального значения Севастополь,,16314
67000000000,Город федерального значения Севастополь,,16344
67000000000,Город федерального значения Севастополь,,16375
67000000000,Город федерального значения Севастополь,,16405
67000000000,Город федерального значения Севастополь,209,16436
67000000000,Город федерального значения Севастополь,243,16467
67000000000,Город федерального значения Севастополь,221,16495
67000000000,Город федерального значения Севастополь,374,16526
67000000000,Город федерального значения Севастополь,217,16556
67000000000,Город федерального значения Севастополь,461,16587
67000000000,Город федерального значения Севастополь,484,16617
67000000000,Город федерального значения Севастополь,598,16648
67000000000,Город федерального значения Севастополь,581,16679
67000000000,Город федерального значения Севастополь,549,16709
67000000000,Город федерального значения Севастополь,362,16740
67000000000,Город федерального значения Севастополь,376,16770
67000000000,Город федерального значения Севастополь,201,16801
67000000000,Город федерального значения Севастополь,202,16832
67000000000,Город федерального значения Севастополь,240,16861
67000000000,Город федерального значения Севастополь,314,16892
67000000000,Город федерального значения Севастополь,200,16922
67000000000,Город федерального значения Севастополь,464,16953
67000000000,Город федерального значения Севастополь,455,16983
67000000000,Город федерального значения Севастополь,437,17014
67000000000,Город федерального значения Севастополь,569,17045
67000000000,Город федерального значения Севастополь,419,17075
67000000000,Город федерального значения Севастополь,265,17106
67000000000,Город федерального значения Севастополь,235,17136
67000000000,Город федерального значения Севастополь,198,17167
67000000000,Город федерального значения Севастополь,234,17198
67000000000,Город федерального значения Севастополь,243,17226
67000000000,Город федерального значения Севастополь,360,17257
67000000000,Город федерального значения Севастополь,179,17287
67000000000,Город федерального значения Севастополь,481,17318
67000000000,Город федерального значения Севастополь,547,17348
67000000000,Город федерального значения Севастополь,446,17379
67000000000,Город федерального значения Севастополь,649,17410
67000000000,Город федерального значения Севастополь,432,17440
67000000000,Город федерального значения Севастополь,243,17471
67000000000,Город федерального значения Севастополь,306,17501
67000000000,Город федерального значения Севастополь,163,17532
67000000000,Город федерального значения Севастополь,182,17563
67000000000,Город федерального значения Севастополь,260,17591
67000000000,Город федерального значения Севастополь,312,17622
67000000000,Город федерального значения Севастополь,189,17652
67000000000,Город федерального значения Севастополь,430,17683
67000000000,Город федерального значения Севастополь,381,17713
67000000000,Город федерального значения Севастополь,542,17744
67000000000,Город федерального значения Севастополь,522,17775
67000000000,Город федерального значения Севастополь,102,17805
67000000000,Город федерального значения Севастополь,159,17836
67000000000,Город федерального значения Севастополь,103,17866
67000000000,Город федерального значения Севастополь,133,17897
67000000000,Город федерального значения Севастополь,175,17928
67000000000,Город федерального значения Севастополь,274,17956
67000000000,Город федерального значения Севастополь,230,17987
67000000000,Город федерального значения Севастополь,177,18017
67000000000,Город федерального значения Севастополь,467,18048
67000000000,Город федерального значения Севастополь,379,18078
67000000000,Город федерального значения Севастополь,483,18109
67000000000,Город федерального значения Севастополь,480,18140
67000000000,Город федерального значения Севастополь,411,18170
67000000000,Город федерального значения Севастополь,340,18201
67000000000,Город федерального значения Севастополь,275,18231
67000000000,Город федерального значения Севастополь,139,18262
67000000000,Город федерального значения Севастополь,225,18293
67000000000,Город федерального значения Севастополь,196,18322
67000000000,Город федерального значения Севастополь,142,18353
67000000000,Город федерального значения Севастополь,103,18383
67000000000,Город федерального значения Севастополь,241,18414
67000000000,Город федерального значения Севастополь,330,18444
67000000000,Город федерального значения Севастополь,425,18475
67000000000,Город федерального значения Севастополь,390,18506
67000000000,Город федерального значения Севастополь,410,18536
67000000000,Город федерального значения Севастополь,282,18567
67000000000,Город федерального значения Севастополь,209,18597
67000000000,Город федерального значения Севастополь,165,18628
67000000000,Город федерального значения Севастополь,237,18659
67000000000,Город федерального значения Севастополь,269,18687
